vote_count,id,video,vote_average,title,popularity,poster_path,original_language,original_title,genre_ids,backdrop_path,adult,overview,release_date,release_year
1158,9637,FALSE,5.4,Scooby-Doo,9.021944,/jnhGTpAdwqxicXIzrAK4QLInQgl.jpg,en,Scooby-Doo,9648|12|35,/pWCWxPiyy8vW6wPsKVruad9fV9Z.jpg,FALSE,"The Mystery Inc. gang have gone their separate ways and have been apart for two years, until they each receive an invitation to Spooky Island. Not knowing that the others have also been invited, they show up and discover an amusement park that affects young visitors in very strange ways.",2002-06-14,2002
449,15370,FALSE,7.2,The Cat Returns,9.020791,/57rS5DXN8YfRHgh609RgCKjKbel.jpg,ja,猫の恩返し,12|14|16|18|10751,/jKoSzpjSKRFhq7LiKe1xtuhRy1m.jpg,FALSE,"Haru, a schoolgirl bored by her ordinary routine, saves the life of an unusual cat and suddenly her world is transformed beyond anything she ever imagined. The Cat King rewards her good deed with a flurry of presents, including a very shocking proposal of marriage to his son! Haru embarks on an unexpected journey to the Kingdom of Cats where her eyes are opened to a whole other world.",2002-07-19,2002
683,9645,FALSE,5.4,Ghost Ship,8.997093,/3zpmLxfZIusjsy9GEEk5zhxBqi6.jpg,en,Ghost Ship,27|9648|53,/gc4MW8gPXFNbVJIZBpIsYlmQaxB.jpg,FALSE,"After discovering a passenger ship missing since 1962 floating adrift on the Bering Sea, salvagers claim the vessel as their own. Once they begin towing the ghost ship towards harbor, a series of bizarre occurrences happen and the group becomes trapped inside the ship, which they soon learn is inhabited by a demonic creature.",2002-10-25,2002
360,8869,FALSE,5.4,Eight Legged Freaks,8.932551,/bZ0NbGYLsMQvJK0DZbr8uu9poHU.jpg,en,Eight Legged Freaks,28|35|27|53,/uNQhUXEWOeU914lqfNcCAbaL8bJ.jpg,FALSE,"The residents of a rural mining town discover that an unfortunate chemical spill has caused hundreds of little spiders to mutate overnight to the size of SUVs. It's then up to mining engineer Chris McCormack and Sheriff Sam Parker to mobilize an eclectic group of townspeople, including the Sheriff's young son, Mike, her daughter, Ashley, and paranoid radio announcer Harlan, into battle against the bloodthirsty eight-legged beasts.",2002-07-17,2002
130,21972,FALSE,5.7,Like Mike,8.810215,/yIn9czY4rii0s0vnA2CvyMopCpZ.jpg,en,Like Mike,35|18|10751|14,/lvqVwV5YNz0lqpKLemdxn7OIP0n.jpg,FALSE,"Calvin and his friends, who all live in an orphanage, find old shoes with the faded letters MJ connected to a powerline. One stormy night, they go to get the shoes when Calvin and the shoes are struck by lightning. Calvin now has unbelievable basketball powers and has the chance to play for the NBA.",2002-07-03,2002
507,9884,FALSE,5.5,Collateral Damage,8.751968,/o5TScwlDu3uPzbqZ5IYwlUtMP4O.jpg,en,Collateral Damage,28|53|18,/pRTMDLU11t2htwtsPvLEqDjEjFZ.jpg,FALSE,Firefighter Gordon Brewer is plunged into the complex and dangerous world of international terrorism after he loses his wife and child in a bombing credited to Claudio 'The Wolf' Perrini.,2002-02-06,2002
940,11452,FALSE,5.9,National Lampoon's Van Wilder,8.689962,/oYBUZdW55GPH8D3cPk1HjPQRoYP.jpg,en,National Lampoon's Van Wilder,35|10749,/5K1odsfovf5hL9W2077ENf5pIC1.jpg,FALSE,"Van Wilder has been attending college for far too many years and is scared to graduate, but Van’s father eventually realizes what is going on. When he stops paying his son's tuition fees, Van must come up with the money if he wants to stay in college, so he and his friends come up with a great fund-raising idea – throwing parties. However, when the college magazine finds out and reporter, Gwen is sent to do a story on Van Wilder, things get a little complicated.",2002-03-29,2002
833,8346,FALSE,6.2,My Big Fat Greek Wedding,8.68687,/vqGs8K6MdMHVPMTgMhzKHBVgu0t.jpg,en,My Big Fat Greek Wedding,35|18|10749,/miFwBsaWZER118kg0AAuHcy1YOa.jpg,FALSE,A young Greek woman falls in love with a non-Greek and struggles to get her family to accept him while she comes to terms with her heritage and cultural identity.,2002-02-22,2002
680,9488,FALSE,5.3,Spy Kids 2: The Island of Lost Dreams,8.590869,/tt8IpWLJYmTlATHFhsxmA1U5RDy.jpg,en,Spy Kids 2: The Island of Lost Dreams,28|12|10751,/pdPekYuC8YSdbrMofieomEIevwe.jpg,FALSE,"Exploring the further adventures of Carmen and Juni Cortez, who have now joined the family spy business as Level 2 OSS agents. Their new mission is to save the world from a mad scientist living on a volcanic island populated by an imaginative menagerie of creatures. On this bizarre island, none of the Cortez's gadgets work and they must rely on their wits--and each other--to survive and save the day.",2002-08-07,2002
136,10994,FALSE,7.2,White Oleander,8.568024,/etAtNR0WN8IUWfJrgW89D8nKf6x.jpg,en,White Oleander,18,/c1yjXEiKx3WemvtP0paIM1MIWdN.jpg,FALSE,A teenager journeys through a series of foster homes after her mother goes to prison for committing a crime of passion.,2002-10-11,2002
543,1360,FALSE,7.4,Frida,8.517411,/zwkLXyeAKYGX6iKJemLlSSPmC22.jpg,en,Frida,18|10749,/iLpWNh7ur2sEJIX7NgbiJgdmdjJ.jpg,FALSE,"""Frida"" chronicles the life Frida Kahlo shared unflinchingly and openly with Diego Rivera, as the young couple took the art world by storm. From her complex and enduring relationship with her mentor and husband to her illicit and controversial affair with Leon Trotsky, to her provocative and romantic entanglements with women, Frida Kahlo lived a bold and uncompromising life as a political, artistic, and sexual revolutionary",2002-08-29,2002
273,3132,FALSE,5.4,Bad Company,8.50924,/v4Jz1ALH2LdIrpr681WVIsYbRQL.jpg,en,Bad Company,28|12|35|53,/qwyW4WEszndgv7Z6YT5LbCHXSHE.jpg,FALSE,"When a Harvard-educated CIA agent is killed during an operation, the secret agency recruits his twin brother.",2002-06-07,2002
334,5851,FALSE,5.3,Showtime,8.486911,/a1vRxRQFRwheHXJESIt2cnfudaH.jpg,en,Showtime,28|35,/rQwWtujstlG3dzfGsnp57Hh3pmj.jpg,FALSE,A spoof of buddy cop movies where two very different cops are forced to team up on a new reality based T.V. cop show.,2002-03-14,2002
372,1537,FALSE,5.9,Changing Lanes,8.476164,/dCTVH1kl3aIkUmWpMT5STLAwsPs.jpg,en,Changing Lanes,28|12|80|53,/ntp9qYv2j0lVY4YJCReJabQknQs.jpg,FALSE,"A rush-hour fender-bender on New York City's crowded FDR Drive, under most circumstances, wouldn't set off a chain reaction that could decimate two people's lives. But on this day, at this time, a minor collision will turn two complete strangers into vicious adversaries. Their means of destroying each other might be different, but their goals, ultimately, will be the same: Each will systematically try to dismantle the other's life in a reckless effort to reclaim something he has lost.",2002-04-07,2002
201,17130,FALSE,4.7,Crossroads,8.44829,/egIs4cWxn0iBErFKrQ7STckjj49.jpg,en,Crossroads,28|12|35|18|10751|10402|10749,/by0WtpJ5UNxOy6ytIfPPTasbRoB.jpg,FALSE,"Three friends get together and bury a box making a pact to open it at midnight at their high school graduation. In the little town in Georgia that they live in, things soon change. One is little miss perfect, one is an engaged prom queen, and the other is a pregnant outcast. The night of graduation, they open the box and they strike up a conversation. All of a sudden, one brings up the topic of her going to Los Angeles for a record contract audition. They all decide to go together and they leave. With a little money, they set out on the road with a guy named Ben. When one of them tells the other a rumor that he might be a homicidal maniac they are all scared of him. When they reach LA, Lucy falls in love with Ben and against her father's wishes, she stays and she goes to the audition.",2002-02-15,2002
403,12100,FALSE,5.8,Windtalkers,8.359246,/siWpVZlD3pahKXNnV9M52yCMZJG.jpg,en,Windtalkers,18|28|36|10752,/gP9C1wmbF2CV4SZkPbVvfawRuTv.jpg,FALSE,"Joe Enders is a gung-ho Marine assigned to protect a ""windtalker"" - one of several Navajo Indians who were used to relay messages during World War II because their spoken language was indecipherable to Japanese code breakers.",2002-06-14,2002
580,590,FALSE,7.1,The Hours,8.315674,/vRTqBRCLGiZNITXfdhGZd3tZ7Qh.jpg,en,The Hours,18,/yGdO0KleREN50MRxjPDnHcbvAVL.jpg,FALSE,"""The Hours"" is the story of three women searching for more potent, meaningful lives. Each is alive at a different time and place, all are linked by their yearnings and their fears. Their stories intertwine, and finally come together in a surprising, transcendent moment of shared recognition.",2002-12-27,2002
100,10167,FALSE,4.4,Half Past Dead,8.224578,/hO6GAvvXhhgLoe7a9BUhc563Sun.jpg,en,Half Past Dead,80|28|53,/5RJ4FrnKyF68sCYxIpjBez7rnh1.jpg,FALSE,This movie tells the story of a man who goes undercover in a hi-tech prison to find out information to help prosecute those who killed his wife. While there he stumbles onto a plot involving a death-row inmate and his $200 million stash of gold.,2002-11-15,2002
455,9932,FALSE,5.7,Analyze That,8.222898,/qq12vSFojs306GpQh2hf5oILMsc.jpg,en,Analyze That,35|80,/4HBhDTmAY2MkdvQm7WDyDIgNDNj.jpg,FALSE,"The mafia's Paul Vitti is back in prison and will need some serious counseling when he gets out. Naturally, he returns to his analyst Dr. Ben Sobel for help and finds that Sobel needs some serious help himself as he has inherited the family practice, as well as an excess stock of stress.",2002-12-06,2002
244,15015,FALSE,6.5,Barbie as Rapunzel,8.192527,/ysiGzuMSc0nFmmDPn9z7U7YSFYf.jpg,en,Barbie as Rapunzel,16|10751,/5QYvVQuXagj8W14vci4L9XI1EnS.jpg,FALSE,"Long, long ago, in a time of magic and dragons, there lived a girl named Rapunzel who had the most beautiful radiant hair the world had ever seen. But Rapunzel's life was far from wonderful. She lived as a servant to Gothel, a jealous, scheming witch who kept her hidden deep in a forbidding forest, guarded by the enormous dragon Hugo and surrounded by an enchanted glass wall. However, in a twist of fate, Rapunzel's discovery of a magic paintbrush leads her on a journey that will unravel a web of deception, bring peace to two feuding kingdoms, and ultimately lead her to love with the help of Penelope(TM), the least intimidating of dragons!",2002-10-01,2002
182,12093,FALSE,7.7,Lilya 4-ever,8.183848,/n3koOPFq8uQvBkWcdvv7bQ7qNC2.jpg,sv,Lilja 4-Ever,80|18,/vncja00Ci4tPNnn4TbF3lF8SGWV.jpg,FALSE,"Lilya lives in poverty and dreams of a better life. Her mother moves to the United States and abandons her to her aunt, who neglects her. Lilya hangs out with her friends, Natasha and Volodya, who is suicidal. Desperate for money, she starts working as a prostitute, and later meets Andrei. He offers her a good job in Sweden, but when Lilya arrives her life quickly enters a downward spiral.",2002-08-23,2002
654,8051,FALSE,6.9,Punch-Drunk Love,8.179447,/k4pekJKEdaV2fv4S89A8GCV7u7Y.jpg,en,Punch-Drunk Love,35|18|10749,/yzDeCyDr8B4mtTODLnvgB0Jienu.jpg,FALSE,A beleaguered small-business owner gets a harmonium and embarks on a romantic journey with a mysterious woman.,2002-10-25,2002
734,455,FALSE,6.2,Bend It Like Beckham,8.051749,/aaLAIPw9vJSVyQLy390TJrntEwF.jpg,en,Bend It Like Beckham,35|18|10749,/inxjxDR0Afy5FlRmN61ROUJA54k.jpg,FALSE,"Jess Bhamra, the daughter of a strict Indian couple in London, is not permitted to play organized soccer, even though she is 18. When Jess is playing for fun one day, her impressive skills are seen by Jules Paxton, who then convinces Jess to play for her semi-pro team. Jess uses elaborate excuses to hide her matches from her family while also dealing with her romantic feelings for her coach, Joe.",2002-04-11,2002
162,9026,FALSE,6.8,The Importance of Being Earnest,8.037896,/iVqEDU10zyQis5l2P6cJR8SI38O.jpg,en,The Importance of Being Earnest,35|18|36|10749,/rwPRTkNSMKxrBD4Xbcvxhgf3oHy.jpg,FALSE,"Two young gentlemen living in 1890s England use the same pseudonym (""Ernest"") on the sly, which is fine until they both fall in love with women using that name, which leads to a comedy of mistaken identities...",2002-05-17,2002
140,2750,FALSE,6.7,24 Hour Party People,8.018056,/2DJ3tP4yKYFodXXqVeLJVjE2Ssw.jpg,en,24 Hour Party People,35|18,/yPLcVNtAm0WhXQZR1p0eFcTUNfD.jpg,FALSE,"In 1976, Tony Wilson sets up Factory Records and brings Manchester's music to the world.",2002-02-13,2002
8668,22,FALSE,7.5,Pirates of the Caribbean: The Curse of the Black Pearl,67.312018,/tkt9xR1kNX5R9rCebASKck44si2.jpg,en,Pirates of the Caribbean: The Curse of the Black Pearl,12|14|28,/8AUQ7YlJJA9C8kWk8P4YNHIcFDE.jpg,FALSE,"Jack Sparrow, a freewheeling 17th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.",2003-07-09,2003
9638,122,FALSE,8.2,The Lord of the Rings: The Return of the King,43.834383,/rCzpDGLbOoPwLjy3OAm5NUPOTrC.jpg,en,The Lord of the Rings: The Return of the King,12|14|28,/8BPZO0Bf8TeAy8znF43z8soK3ys.jpg,FALSE,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam bring the ring closer to the heart of Mordor, the dark lord's realm.",2003-12-01,2003
7822,12,FALSE,7.7,Finding Nemo,37.917438,/syPWyeeqzTQIxjIUaIFI7d0TyEY.jpg,en,Finding Nemo,16|10751,/n2vIGWw4ezslXjlP0VNxkp9wqwU.jpg,FALSE,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",2003-05-30,2003
2580,296,FALSE,5.9,Terminator 3: Rise of the Machines,37.237725,/lz4xYdF1n09lyiCfZWtWT44SZiG.jpg,en,Terminator 3: Rise of the Machines,28|53|878,/tMhvihszpLbOjj7mJSTW7bgQbIc.jpg,FALSE,"It's been 10 years since John Connor saved Earth from Judgment Day, and he's now living under the radar, steering clear of using anything Skynet can trace. That is, until he encounters T-X, a robotic assassin ordered to finish what T-1000 started. Good thing Connor's former nemesis, the Terminator, is back to aid the now-adult Connor … just like he promised.",2003-07-02,2003
6309,24,FALSE,7.8,Kill Bill: Vol. 1,35.148784,/97fNAi62HawGjWru7PvVmF7RAbU.jpg,en,Kill Bill: Vol. 1,28|80,/kkS8PKa8c134vXsj2fQkNqOaCXU.jpg,FALSE,"An assassin is shot at the altar by her ruthless employer, Bill and other members of their assassination circle – but 'The Bride' lives to plot her vengeance. Setting out for some payback, she makes a death list and hunts down those who wronged her, saving Bill for last.",2003-10-10,2003
4000,310,FALSE,6.5,Bruce Almighty,33.977425,/lgYKHifMMLT8OxYObMKa8b4STsr.jpg,en,Bruce Almighty,14|35,/wH8vtnsmU4olFJ5wSRHo8RXRhKF.jpg,FALSE,"Bruce Nolan toils as a ""human interest"" television reporter in Buffalo, N.Y. Despite his high ratings and the love of his beautiful girlfriend, Grace, Bruce remains unfulfilled. At the end of the worst day in his life, he angrily ridicules God -- and the Almighty responds, endowing Bruce with all of His divine powers.",2003-05-23,2003
2976,277,FALSE,6.6,Underworld,30.803139,/rdkxl5iXdpVU188cL1LLG3sy6z4.jpg,en,Underworld,14|28|53,/cPhRPAJWK8BuuJqqf6PztzvOlnZ.jpg,FALSE,"Vampires and werewolves have waged a nocturnal war against each other for centuries. But all bets are off when a female vampire warrior named Selene, who's famous for her strength and werewolf-hunting prowess, becomes smitten with a peace-loving male werewolf, Michael, who wants to end the war.",2003-09-19,2003
1010,8619,FALSE,6.9,Master and Commander: The Far Side of the World,29.585856,/4o4JyEQldHQiqJn0BBRFppDmI65.jpg,en,Master and Commander: The Far Side of the World,12,/68sGkVSVxuFw7J9H6sk4GZfYZ1q.jpg,FALSE,"After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend.",2003-11-14,2003
