vote_count,id,video,vote_average,title,popularity,poster_path,original_language,original_title,genre_ids,backdrop_path,adult,overview,release_date,release_year
1346,4147,FALSE,7.3,Road to Perdition,23.585523,/jn0GH8klINSQtRNifY8W2Kv4ajl.jpg,en,Road to Perdition,80|18|53,/z1ePpG598FI2az9fZrvHmKbV5Tz.jpg,FALSE,"Mike Sullivan works as a hit man for crime boss John Rooney. Sullivan views Rooney as a father figure, however after his son is witness to a killing, Mike Sullivan finds himself on the run in attempt to save the life of his son and at the same time looking for revenge on those who wronged him.",2002-07-12,2002
2428,3131,FALSE,7.1,Gangs of New York,23.117591,/ytKo2tLvKUd9Kbs0poXSQh6ft7d.jpg,en,Gangs of New York,18|36|80,/y98yFbVh8CjTzarMXbzueEwkHBw.jpg,FALSE,"It's 1863. America was born in the streets. Amsterdam Vallon returns to the Five Points of America to seek vengeance against the psychotic gangland kingpin, Bill the Butcher, who murdered his father years earlier. With an eager pickpocket by his side and a whole new army, Vallon fights his way to seek vengeance on the Butcher and restore peace in the area.",2002-12-14,2002
1526,320,FALSE,6.8,Insomnia,23.034972,/zb0D3vfjcPFvuyHp1mFPOIcYJWH.jpg,en,Insomnia,80|9648|53,/5ezMAWNO5ybkrEnxrgCy74krBa6.jpg,FALSE,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,2002-05-24,2002
890,1574,FALSE,7,Chicago,22.44247,/18pCc2XZ5MO7wsywOYEbhoeuxNw.jpg,en,Chicago,28|35|80|18|10402,/qXLXEvYSycdllvdKvmhFXLUcFhM.jpg,FALSE,Murderesses Velma Kelly and Roxie Hart find themselves on death row together and fight for the fame that will keep them from the gallows in 1920s Chicago.,2002-12-26,2002
1967,2675,FALSE,6.4,Signs,22.241155,/bY9lCUVUajpkKWlfjWF1mtXaSUp.jpg,en,Signs,18|53|878|9648,/ksyOtfDvn3eZZIfEcoRy87YUiwL.jpg,FALSE,A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.,2002-08-02,2002
1669,4547,FALSE,6.6,Panic Room,22.238381,/hjkugMBhYjV8ZXgvSnGXI3q7wt7.jpg,en,Panic Room,80|18|53,/q1L2dZaa70CblveazvrZLLLQgzk.jpg,FALSE,"Trapped in their New York brownstone's panic room, a hidden chamber built as a sanctuary in the event of break-ins, newly divorced Meg Altman and her young daughter Sarah play a deadly game of cat-and-mouse with three intruders - Burnham, Raoul and Junior - during a brutal home invasion. But the room itself is the focal point because what the intruders really want is inside it.",2002-03-29,2002
796,79,FALSE,7.3,Hero,22.144094,/xkJnow23eDxwQXB0iIWAWkBF47y.jpg,zh,英雄,18|12|28|36,/xC9DRxpKgqJKDYLa9mkNa74eX4q.jpg,FALSE,One man defeated three assassins who sought to murder the most powerful warlord in pre-unified China.,2002-12-19,2002
2192,598,FALSE,8.2,City of God,19.634266,/gCqnQaq8T4CfioP9uETLx9iMJF4.jpg,pt,Cidade de Deus,18|80,/k4BAPrE5WkNLvpsPsiMfu8W4Zyi.jpg,FALSE,"Cidade de Deus is a shantytown that started during the 1960s and became one of Rio de Janeiro’s most dangerous places in the beginning of the 1980s. To tell the story of this place, the movie describes the life of various characters, all seen by the point of view of the narrator, Buscapé. Buscapé was raised in a very violent environment. Despite the feeling that all odds were against him, he finds out that life can be seen with other eyes...",2002-02-05,2002
2481,1576,FALSE,6.4,Resident Evil,19.402073,/5jdvEi57WBGuI5n2drG8FLAbYDp.jpg,en,Resident Evil,27|28|878,/s41Er80jGJf3tNkgYHxUCttjmwv.jpg,FALSE,"When a virus leaks from a top-secret facility, turning all resident researchers into ravenous zombies and their lab animals into mutated hounds from hell, the government sends in an elite military task force to contain the outbreak. Alice and Rain are charged with leading the mission. But they only have three hours before the pathogen becomes airborne and infects the world.",2002-03-15,2002
175,15070,FALSE,6.1,Undisputed,18.947138,/dhBQvKYMayM61M7kHOk35IfpE8K.jpg,en,Undisputed,28|12|18|53,/cd6ZWNGMuF8BuFQFYOmzOWRTXHU.jpg,FALSE,"Monroe Hutchens is the heavyweight champion of Sweetwater, a maximum security prison. He was convicted to a life sentence due to a passionate crime. Iceman Chambers is the heavyweight champion, who lost his title due to a rape conviction to ten years in Sweetwater. WHen these two giants collide in the same prison, they fight against each other disputing who is the real champion.",2002-08-23,2002
1853,7299,FALSE,6.9,Equilibrium,18.763036,/nOPW98NU67VN7g0ms5WD5nBVgEv.jpg,en,Equilibrium,28|878|53,/tnXrFkhkeBEFXP0tCFGMjw4QN11.jpg,FALSE,"In a dystopian future, a totalitarian regime maintains peace by subduing the populace with a drug, and displays of emotion are punishable by death. A man in charge of enforcing the law rises to overthrow the system.",2002-12-06,2002
1341,10229,FALSE,7.5,A Walk to Remember,18.069461,/kso0otMalKy9qSEdrzYP7Bc3Rjg.jpg,en,A Walk to Remember,18|10749,/wPTwGPIL0xqbYFRD2F6LZYwtUdV.jpg,FALSE,"When the popular, restless Landon Carter is forced to participate in the school drama production he falls in love with Jamie Sullivan, the daughter of the town's minister. Jamie has a ""to-do"" list for her life and also a very big secret she must keep from Landon.",2002-01-25,2002
829,1429,FALSE,7.2,25th Hour,16.230823,/hf3KpQ13Z8HS0ZodzooMiR8PBqD.jpg,en,25th Hour,80|18,/wPD6fl1WS81XPpGEnQOrrJHIsFe.jpg,FALSE,"The filmed adaptation from David Benioff's novel of the same name. Set in New York, a convicted drug dealer named Monty has one day left of freedom before he is sent to prison. Anger, blame, frustration, betrayal, guilt and loneliness are themes on this last day of friends, family, parties, saying goodbye, and setting things straight. A Spike Lee joint.",2002-12-16,2002
645,979,FALSE,7,Irreversible,16.137057,/xxgJJmReMLg01aaEIGLUC8JIjmh.jpg,fr,Irréversible,18|53|80|9648,/tvrxVtkXXpzcYvvuxOWyjslNvy0.jpg,FALSE,"Events over the course of one traumatic night in Paris unfold in reverse-chronological order as the beautiful Alex is brutally raped and beaten by a stranger in the underpass. Her boyfriend and ex-lover take matters into their own hands by hiring two criminals to help them find the rapist so that they can exact revenge. A simultaneously beautiful and terrible examination of the destructive nature of cause and effect, and how time destroys everything.",2002-05-22,2002
2243,170,FALSE,7.1,28 Days Later,16.043944,/xaYdxi1PBEAYvqknvAmMPK5Eff3.jpg,en,28 Days Later,27|53|878,/yUztTrOARxj1lgcPyrSCeGWigZO.jpg,FALSE,"Twenty-eight days after a killer virus was accidentally unleashed from a British research facility, a small group of London survivors are caught in a desperate struggle to protect themselves from the infected. Carried by animals and humans, the virus turns those it infects into homicidal maniacs -- and it's absolutely impossible to contain.",2002-10-31,2002
1796,11544,FALSE,7.2,Lilo & Stitch,15.777426,/tVaEulzowKhMhDvHNNYb9rNEZPB.jpg,en,Lilo & Stitch,16|10751,/u8vDwjzjKfWsMhAYjF9q6YZX1On.jpg,FALSE,"A lonely Hawaiian girl named Lilo is being raised by her older sister, Nani, after their parents die -- under the watch of social worker Cobra Bubbles. When Lilo adopts a funny-looking dog and names him ""Stitch,"" she doesn't realize her new best friend is a wacky alien created by mad scientist Dr. Jumba.",2002-06-21,2002
1341,1817,FALSE,6.7,Phone Booth,15.231163,/xIaUpPok8WFnr79EAvgtGsIaJzV.jpg,en,Phone Booth,53|18,/3mBJlp8rv9SM4usIauC5rnA4i7R.jpg,FALSE,"A slick New York publicist who picks up a ringing receiver in a phone booth is told that if he hangs up, he'll be killed... and the little red light from a laser rifle sight is proof that the caller isn't kidding.",2002-09-09,2002
1016,9334,FALSE,5.3,The Scorpion King,13.81651,/xHHMo8Za53XK8qpsdarrxUoxBwn.jpg,en,The Scorpion King,28|14|12,/sP386SaCMTCz9ixvHpZtra0df49.jpg,FALSE,"In ancient Egypt, peasant Mathayus is hired to exact revenge on the powerful Memnon and the sorceress Cassandra, who are ready to overtake Balthazar's village. Amid betrayals, thieves, abductions and more, Mathayus strives to bring justice to his complicated world.",2002-04-16,2002
1229,9016,FALSE,7.3,Treasure Planet,13.646099,/yfcoA7q9n852yVnYa0VcAchgA72.jpg,en,Treasure Planet,12|16|10751|14|878,/3HVvtFm9NvOfn1u3yfeEugh2ZWj.jpg,FALSE,"When space galleon cabin boy Jim Hawkins discovers a map to an intergalactic ""loot of a thousand worlds,"" a cyborg cook named John Silver teaches him to battle supernovas and space storms. But, soon, Jim realizes Silver is a pirate intent on mutiny!",2002-11-26,2002
783,2135,FALSE,5.8,The Time Machine,12.39275,/3OzdAcb0ajibR4xvVTH6WkBTYWY.jpg,en,The Time Machine,878|12|28,/6INPlUs6t14nZFcnc6Kd0QP7rHg.jpg,FALSE,"Hoping to alter the events of the past, a 19th century inventor instead travels 800,000 years into the future, where he finds humankind divided into two warring races.",2002-03-04,2002
347,14128,FALSE,5.5,Cinderella II: Dreams Come True,12.25758,/36nD4aDvoFMewiHBnIcGo3vVcd6.jpg,en,Cinderella II: Dreams Come True,10751|16|10749|14,/4ErXZZgpXPxDcCLnnLXysK03ss9.jpg,FALSE,"As a newly crowned princess, Cinderella quickly learns that life at the Palace - and her royal responsibilities - are more challenging than she had imagined. In three heartwarming tales, Cinderella calls on her animal friends and her Fairy Godmother to help as she brings her own grace and charm to her regal role and discovers that being true to yourself is the best way to make your dreams come true.",2002-02-23,2002
571,201,FALSE,6.1,Star Trek: Nemesis,11.893029,/n4TpLWPi062AofIq4kwmaPNBSvA.jpg,en,Star Trek: Nemesis,878|28|12|53,/sIpnn6MpNyKfBaWEnED063pmH9Z.jpg,FALSE,"En route to the honeymoon of William Riker to Deanna Troi on her home planet of Betazed, Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise receives word from Starfleet that a coup has resulted in the installation of a new Romulan political leader, Shinzon, who claims to seek peace with the human-backed United Federation of Planets. Once in enemy territory, the captain and his crew make a startling discovery: Shinzon is human, a slave from the Romulan sister planet of Remus, and has a secret, shocking relationship to Picard himself.",2002-12-13,2002
2138,565,FALSE,6.5,The Ring,11.578928,/zHJFdhqEXZJxG653oZvOM3PmNON.jpg,en,The Ring,27|9648,/gRQucG6XnNgSQn863V5ho50J3hx.jpg,FALSE,"It sounded like just another urban legend: A videotape filled with nightmarish images, leading to a phone call foretelling the viewer's death in exactly seven days. As a newspaper reporter, Rachel Keller was naturally skeptical of the story, until four teenagers all met with mysterious deaths exactly one week after watching just such a tape. Allowing her investigative curiosity to get the better of her, Rachel tracks down the video... and watches it. Now she has just seven days to unravel the mystery of the Ring.",2002-10-18,2002
622,2642,FALSE,6,Two Weeks Notice,11.347175,/nfgAa80L1RCkLBbeob0W3Ydhg8H.jpg,en,Two Weeks Notice,35|10749,/hHkS7c18u6sc6CCE1GXi6J6TmHo.jpg,FALSE,"Dedicated environmental lawyer Lucy Kelson goes to work for billionaire George Wade as part of a deal to preserve a community center. Indecisive and weak-willed George grows dependent on Lucy's guidance on everything from legal matters to clothing. Exasperated, Lucy gives notice and picks Harvard graduate June Carter as her replacement. As Lucy's time at the firm nears an end, she grows jealous of June and has second thoughts about leaving George.",2002-12-19,2002
809,2022,FALSE,5.6,Mr. Deeds,11.2431,/l3hmNjhxmqjXrvGNMMmeOmsyX3r.jpg,en,Mr. Deeds,35|10749,/bDPs32HRBalnN8HyYMH0xoG4VIW.jpg,FALSE,"When Longfellow Deeds, a small-town pizzeria owner and poet, inherits $40 billion from his deceased uncle, he quickly begins rolling in a different kind of dough. Moving to the big city, Deeds finds himself besieged by opportunists all gunning for their piece of the pie. Babe, a television tabloid reporter, poses as an innocent small-town girl to do an exposé on Deeds.",2002-06-28,2002
585,10775,FALSE,7.7,Infernal Affairs,10.959862,/g4LGFGLGjVXkWGYCePbTidw5LKV.jpg,cn,無間道,18|28|53|80|9648,/u7OoqcZzOIL6VXD9JZ5EOSTLt6p.jpg,FALSE,"Chan Wing Yan, a young police officer, has been sent undercover as a mole in the local mafia. Lau Kin Ming, a young mafia member, infiltrates the police force. Years later, their older counterparts, Chen Wing Yan and Inspector Lau Kin Ming, respectively, race against time to expose the mole within their midst.",2002-12-12,2002
448,2755,FALSE,6.8,About Schmidt,10.918468,/riJV5Bq0IXItG3ceywNWkw7il7K.jpg,en,About Schmidt,18|35,/e24dN60wkwD6wt2i9FN2QOJWJV3.jpg,FALSE,"66-year-old Warren Schmidt is a retired insurance salesman and has no particular plans other than to drive around in the motor home his wife insisted they buy. He's not altogether bitter, but not happy either, as everything his wife does annoys him, and he disapproves of the man his daughter is about to marry. When his wife suddenly dies, he sets out to postpone the imminent marriage of his daughter to a man he doesn't like, while coping with discoveries about his late wife and himself in the process.",2002-05-22,2002
298,10592,FALSE,6,Hart's War,10.862014,/yRUhSU7vzs5ePa72LNPcKKCCMZ5.jpg,en,Hart's War,18|10752,/7A6IWD6tA5h1zeVXJ8KtfqvDPmS.jpg,FALSE,"Fourth-generation Army Col. William McNamara is imprisoned in a brutal German POW camp. Still, as the senior-ranking American officer, he commands his fellow inmates, keeping a sense of honor alive in a place where honor is easy to destroy, all under the dangerous eye of the Luftwafe vetran Col. Wilhelm Visser. Never giving up the fight to win the war, McNamara is silently planning, waiting for his moment to strike back at the enemy. A murder in the camp gives him the chance to set a risky plan in motion. With a court martial to keep Visser and the Germans distracted, McNamara orchestrates a cunning scheme to escape and destroy a nearby munitions plant, enlisting the unwitting help of young Lt. Tommy Hart. Together with his men, McNamara uses a hero's resolve to carry out his mission, ultimately forced to weigh the value of his life against the good of his country.",2002-02-15,2002
636,10590,FALSE,6.8,We Were Soldiers,10.841641,/kjG02l5Nqcgd3ZOb7aMBb9CIIIi.jpg,en,We Were Soldiers,28|36|10752,/8ikyF16LecHlHkkMmuZJDV9GWa7.jpg,FALSE,The story of the first major battle of the American phase of the Vietnam War and the soldiers on both sides that fought it.,2002-03-01,2002
1195,9023,FALSE,7.5,Spirit: Stallion of the Cimarron,10.645668,/7cfXsSe621cWpCpAuuJgud0Gszt.jpg,en,Spirit: Stallion of the Cimarron,37|16|12|35|10751,/7UzVI4BepB9g8822H7UCXPjrMan.jpg,FALSE,"As a wild stallion travels across the frontiers of the Old West, he befriends a young human and finds true love with a mare.",2002-05-24,2002
394,9021,FALSE,5.5,The Santa Clause 2,10.617387,/i7tbiDPIaa4VsQh1wWmbkY4zTRX.jpg,en,The Santa Clause 2,14|35|10751,/mwbooc3CGllnnaDU3CLuLSc9XV7.jpg,FALSE,"Better watch out! The big guy in red is coming to town once again. This time, Scott Calvin -- also known as Santa Claus -- finds out there's an obscure clause in his contract requiring him to take on a wife. He has to leave the North Pole to fulfill his obligations, or else he'll be forced to give up his Yuletide gig.",2002-10-31,2002
448,9012,FALSE,6,Jackass: The Movie,10.459114,/iCB8mLrRoMp6sFta1qgZyZgmu9W.jpg,en,Jackass: The Movie,35|99,/GcWXLUFFvxnvOcQaBjb5f9Mid5.jpg,FALSE,"Johnny Knoxville and his crazy friends appear on the big screen for the very first time in Jackass: The Movie. They wander around Japan in panda outfits, wreak havoc on a once civilized golf course, they even do stunts involving LIVE alligators, and so on. While Johnny Knoxvile and his pals put their life at risk, they are entertaining people at the same time. Get ready for Jackass: The Movie!!",2002-10-21,2002
198,1809,FALSE,6.3,The Rules of Attraction,10.410957,/2VNthl67n1rALwB6mncDrh9Q9GV.jpg,en,The Rules of Attraction,35|18|10749,/w2XgUins64EAD8wuQerq5vPTyGD.jpg,FALSE,"The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.",2002-10-11,2002
740,8470,FALSE,7,John Q,10.310898,/4jX2XxZbpMy2rGSigoIaFAbhOez.jpg,en,John Q,18|53|80,/dpNThZKPGn639JosZgQJNaIYqnN.jpg,FALSE,"John Quincy Archibald is a father and husband whose son is diagnosed with an enlarged heart and then finds out he cannot receive a transplant because HMO insurance will not cover it. Therefore, he decides to take a hospital full of patients hostage until the hospital puts his son's name on the donor's list.",2002-02-15,2002
561,11362,FALSE,7.3,The Count of Monte Cristo,10.255466,/u1tLUDAMjOutrnSCyDhiiyZs50L.jpg,en,The Count of Monte Cristo,28|12|18|53,/gDiXPLePotl4zndqIPVbxnmghOs.jpg,FALSE,"Edmond Dantés's life and plans to marry the beautiful Mercedes are shattered when his best friend, Fernand, deceives him. After spending 13 miserable years in prison, Dantés escapes with the help of a fellow inmate and plots his revenge, cleverly insinuating himself into the French nobility.",2002-01-23,2002
450,2103,FALSE,5.9,Solaris,10.232754,/8TTniVKEjUWs3DnAMEWMXP6V1ct.jpg,en,Solaris,18|878|9648|10749,/qHo4hRPJMlcLrtehK9d1m2MTrj9.jpg,FALSE,A troubled psychologist is sent to investigate the crew of an isolated research station orbiting a bizarre planet.,2002-11-27,2002
377,2251,FALSE,6.4,Unfaithful,10.170881,/ztenZXLECkDXTXN6KEugPVvMTIl.jpg,en,Unfaithful,53|18,/mdP4XVSJ9lfCK8PJYYrttVmZ9Xz.jpg,FALSE,"Connie is a wife and mother whose 11-year marriage to Edward has lost its sexual spark. When Connie literally runs into handsome book collector Paul, he sweeps her into an all-consuming affair. But Edward soon becomes suspicious and decides to confront the other man.",2002-05-10,2002
800,245,FALSE,6.6,About a Boy,10.169229,/4ts3SBMGu0wFmHgddtaxCa5EhO8.jpg,en,About a Boy,18|35|10749,/7BWTW1qlM2vnUQsb2UgAlrwanz3.jpg,FALSE,"Will Freeman is a hip Londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold. Passing himself off as a single father, he starts to meet a string of single mums, confident in his ability to leave them behind when they start to ask for a commitment. But Will's hope of a continued bachelorhood is interrupted when he meets 12-year old Marcus, in many ways his complete opposite.",2002-04-26,2002
379,4689,FALSE,7.3,Sympathy for Mr. Vengeance,10.119901,/fOoOPOLgstU6ZdJAHHGFjuWKPGj.jpg,ko,복수는 나의 것,28|18|53,/pN835O6QlzmGDWwBeuZCNwnultp.jpg,FALSE,"This is the story of Ryu, a deaf man, and his sister, who requires a kidney transplant. Ryu's boss, Park, has just laid him off, and in order to afford the transplant, Ryu and his girlfriend develop a plan to kidnap Park's daughter. Things go horribly wrong, and the situation spirals rapidly into a cycle of violence and revenge.",2002-03-29,2002
322,1957,FALSE,6.3,Enough,10.048981,/la9F1MVu1nU4v61trp80dVcr5Ij.jpg,en,Enough,18|53,/cy5sGMWhOOz2ksfDgELhaPDnqgm.jpg,FALSE,"Working-class waitress Slim thought she was entering a life of domestic bliss when she married Mitch, the man of her dreams. After the arrival of their first child, her picture perfect life is shattered when she discovers Mitch's hidden possessive dark side, a controlling and abusive alter ego that can turn trust, love and tranquility into terror. Terrified for her child's safety, Slim flees with her daughter. Relentless in his pursuit and enlisting the aid of lethal henchmen, Mitch continually stalks the prey that was once his family.",2002-05-24,2002
1001,2899,FALSE,7.3,Asterix & Obelix: Mission Cleopatra,10.040135,/qWy5b64SoBXcMDdfgLyLZgIHSdv.jpg,fr,Astérix & Obélix Mission Cléopâtre,10751|14|35|12,/2g6rIEw3t8ZWzMRlDlgXFr8pAlB.jpg,FALSE,"The Egyptian Queen Cleopatra bets against the Roman Emperor, Julius Caesar, that her people are still great, even if the times of the Pharaohs has long passed. She vows (against all logic) to build a new palace for Caesar within three months. Since all her architects are either busy otherwise or too conservative in style, this ambivalent honor falls to Edifis. He is to build the palace and be covered in gold or, if not, his fate is to be eaten by crocodiles. Edifis calls upon an old friend to help him out: The fabulous Druid Getafix from Gaul, who brews a fantastic potion that gives supernatural strength. In order to help and protect the old Druid, Asterix and Obelix accompany him on his journey to Egypt. When Julius Caesar gets wind of the project succeeding, he has the building site attacked by his troops in order to win the bet and not lose face. But just like the local pirates, he hasn't counted on Asterix and Obelix.",2002-01-29,2002
813,6278,FALSE,6,Reign of Fire,9.988442,/c9FlSkQ0EV2vzln4Bo5NCvzzxWm.jpg,en,Reign of Fire,12|28|14,/1R7c18aWnoe0RUEcPnc23sIxeFg.jpg,FALSE,"In post-apocalyptic England, an American volunteer and a British survivor team up to fight off a brood of fire-breathing dragons seeking to return to global dominance after centuries of rest underground. The Brit -- leading a clan of survivors to hunt down the King of the Dragons -- has much at stake: His mother was killed by a dragon, but his love is still alive.",2002-07-12,2002
2140,65,FALSE,6.9,8 Mile,9.931892,/dXzTrKwpbLpCqn8O70FUUhNbYQT.jpg,en,8 Mile,18,/v8mJvyNO86mcmY00FlxxRcOoDJy.jpg,FALSE,"The setting is Detroit in 1995. The city is divided by 8 Mile, a road that splits the town in half along racial lines. A young white rapper, Jimmy ""B-Rabbit"" Smith Jr. summons strength within himself to cross over these arbitrary boundaries to fulfill his dream of success in hip hop. With his pal Future and the three one third in place, all he has to do is not choke.",2002-11-08,2002
804,10996,FALSE,5.4,Stuart Little 2,9.904692,/cIZb3d1kRcmywmoYFQKhMBqvoZt.jpg,en,Stuart Little 2,10751|12|16|35,/dZIRC5SwtfScz3DSSsMPqyTjsni.jpg,FALSE,"Stuart, an adorable white mouse, still lives happily with his adoptive family, the Littles, on the east side of Manhattan's Central Park. More crazy mouse adventures are in store as Stuart, his human brother, George, and their mischievous cat, Snowbell, set out to rescue a friend.",2002-07-19,2002
568,9357,FALSE,6.6,One Hour Photo,9.777849,/6ke85Kb6aX8RunZLwKpXCKYO9xv.jpg,en,One Hour Photo,27|53,/9zYUh0zOjk2dFQWg1urP3P1ySEl.jpg,FALSE,"Sy ""the photo guy"" Parrish has lovingly developed photos for the Yorkin family since their son was a baby. But as the Yorkins' lives become fuller, Sy's only seems lonelier, until he eventually believes he's part of their family. When ""Uncle"" Sy's picture-perfect fantasy collides with an ugly dose of reality, what happens next ""has the spine-tingling elements of the best psychological thrillers!""",2002-08-21,2002
814,2757,FALSE,7.4,Adaptation.,9.761004,/5trb1V5f3IsjpZx2GiuUylowl3W.jpg,en,Adaptation.,35|80|18,/nL9o28hfjYogauJUBmMzBXbp32T.jpg,FALSE,A love-lorn script writer grows increasingly desperate in his quest to adapt the book 'The Orchid Thief'.,2002-12-06,2002
327,64,FALSE,7.5,Talk to Her,9.74586,/klsBB1YEGRyC7YjiLYCKIqkU6pY.jpg,es,Hable con ella,18|10749,/3QFJkOSvFOYs8kUhXfJ8nE4UBU6.jpg,FALSE,Two men share an odd friendship while they care for two women who are both in deep comas.,2002-03-14,2002
400,16690,FALSE,6.1,Return to Never Land,9.602644,/b5IyizEBveh2ZE2SEo9O4sJ4CHi.jpg,en,Return to Never Land,12|14|16|10751,/5EZ5qVC5yRIEmdEKuRSDjjhW1Cp.jpg,FALSE,"The classic tale of 'Peter Pan' continues in Disney's sequel 'Return to Never Land'. In 1940 on a world besieged by World War II, Wendy, now grown up, has two children, one of them is her daughter, Jane.",2002-02-14,2002
152,12590,FALSE,6,Below,9.549014,/5N0yv9QVvpp25JAlC5x1DA7raxr.jpg,en,Below,53|27|9648,/8hnyfodboSZ6dBA1BEXgrzhMrH9.jpg,FALSE,"In the dark silence of the sea during World War II, the submarine U.S.S. Tiger Shark prowls on what should be a routine rescue mission. But for the shell-shocked crew, trapped together in the sub's narrow corridors and constricted spaces, this is about to become a journey into the sensory delusions, mental deceptions and runaway fear that lurk just below the surface of the ocean.",2002-10-11,2002
625,10771,FALSE,5.3,The Tuxedo,9.468292,/yDjNnQvyGLTOl9656dGOpxPAva3.jpg,en,The Tuxedo,53|28|35|878,/cxx75Ypwhlnv3K2gRaA2DJbrtmi.jpg,FALSE,"Cabbie-turned-chauffeur Jimmy Tong learns there is really only one rule when you work for playboy millionaire Clark Devlin : Never touch Devlin's prized tuxedo. But when Devlin is temporarily put out of commission in an explosive accident, Jimmy puts on the tux and soon discovers that this extraordinary suit may be more black belt than black tie. Paired with a partner as inexperienced as he is, Jimmy becomes an unwitting secret agent.",2002-09-27,2002
213,12448,FALSE,5.2,The Hunchback of Notre Dame II,9.458945,/xgKY2n9uJ9iP7zSOBWt75FNvHnP.jpg,en,The Hunchback of Notre Dame II,12|16|10751|10749,/akciH4vlTbFtbzpL2R7zCEwmwZJ.jpg,FALSE,"Now that Frollo is gone, Quasimodo rings the bell with the help of his new friend and Esmeralda's and Phoebus' little son, Zephyr. But when Quasi stops by a traveling circus owned by evil magician Sarousch, he falls for Madellaine, Sarouch's assistant.",2002-02-05,2002
506,11529,FALSE,6.1,Sweet Home Alabama,9.311417,/698cbxq0SRwCdOPG5Bwi7JDk12d.jpg,en,Sweet Home Alabama,35|10749,/yi9qxpSzuzZ42i04QmFfuCJyRCV.jpg,FALSE,"New York fashion designer Melanie Carmichael suddenly finds herself engaged to the city's most eligible bachelor. But Melanie's past holds many secrets, including Jake, the redneck husband she married in high school, who refuses to divorce her. Bound and determined to end their contentious relationship once and for all, Melanie sneaks back home to Alabama to confront her past.",2002-09-26,2002
99,2185,FALSE,6.3,Big Trouble,9.307614,/h844gBztdYMLrroUen6qbsomrGx.jpg,en,Big Trouble,28|35|53,/eg3NX7r05wHn1PdKAaiTFpIFjs.jpg,FALSE,"The story of how a mysterious suitcase brings together, and changes, the lives of a divorced dad, an unhappy housewife, two hitmen, a pair of street thugs, two love struck teens, two FBI men and a psychedelic toad. Based on Pulitzer Prize-winning humorist Dave Barry's best-selling first novel, ""Big Trouble.""",2002-04-05,2002
318,12536,FALSE,4.1,Home Alone 4,9.155283,/359bHILkiD6ZVCq6WoHSD0UuJQV.jpg,en,Home Alone 4,80|35|10751,/xcM06BgNt3cpIVUHRCTTxwo4JJh.jpg,FALSE,"Kevin McCallister's parents have split up. Now living with his mom, he decides to spend Christmas with his dad at the mansion of his father's rich girlfriend, Natalie. Meanwhile robber Marv Merchants, one of the villains from the first two movies, partners up with a new criminal named Vera to hit Natalie's mansion.",2002-11-02,2002
173,7090,FALSE,5.8,Ken Park,9.134797,/85pCokz6jy4vdswljogUdruLm5m.jpg,en,Ken Park,18,/xaWhy3HF1g2i35ZdcDnjTwNikrK.jpg,FALSE,"Ken Park focuses on several teenagers and their tormented home lives. Shawn seems to be the most conventional. Tate is brimming with psychotic rage; Claude is habitually harassed by his brutish father and coddled, rather uncomfortably, by his enormously pregnant mother. Peaches looks after her devoutly religious father, but yearns for freedom. They're all rather tight, or so they claim.",2002-08-31,2002
358,4912,FALSE,6.6,Confessions of a Dangerous Mind,9.122301,/o3Im9nPLAgtlw1j2LtpMebAotSe.jpg,en,Confessions of a Dangerous Mind,35|80|18|10749|53,/z2BIvPHuaDeT5udGoVuV8ZmlbY3.jpg,FALSE,"Television made him famous, but his biggest hits happened off screen. Television producer by day, CIA assassin by night, Chuck Barris was recruited by the CIA at the height of his TV career and trained to become a covert operative. Or so Barris said.",2002-12-30,2002
615,7303,FALSE,5.6,Maid in Manhattan,9.091235,/3LQ4wKp4lF41yTTRSd6QdgD6eXO.jpg,en,Maid in Manhattan,35|18|10749,/enycOzeSeV4BXbCSQ0ZZN8PXI0n.jpg,FALSE,"Marisa Ventura is a struggling single mom who works at a posh Manhattan hotel and dreams of a better life for her and her young son. One fateful day, hotel guest and senatorial candidate Christopher Marshall meets Marisa and mistakes her for a wealthy socialite. After an enchanting evening together, the two fall madly in love. But when Marisa's true identity is revealed, issues of class and social status threaten to separate them. Can two people from very different worlds overcome their differences and live happily ever after?",2002-12-13,2002
370,2637,FALSE,6.1,The Mothman Prophecies,9.072276,/746O4Rn8TKRp2UZoenD4dgwmKMj.jpg,en,The Mothman Prophecies,18|27|9648,/1m5i8hzRYVuKW4MLtXjZDrj6ZAr.jpg,FALSE,Reporter John Klein is plunged into a world of impossible terror and unthinkable chaos when fate draws him to a sleepy West Virginia town whose residents are being visited by a great winged shape that sows hideous nightmares and fevered visions.,2002-01-25,2002
255,9573,FALSE,6.1,Blood Work,9.069292,/bRGewrLrBJKLTYkO4zoTS8MxOHX.jpg,en,Blood Work,80|53,/mLkGVDK32I9OKOUU7PMLkTxKMfI.jpg,FALSE,"Still recovering from a heart transplant, a retired FBI profiler returns to service when his own blood analysis offers clues to the identity of a serial killer.",2002-08-04,2002
